,Job Name,Size,Media Name,Copy,Total Print Time,Material Width (in),Print Width (in),Esitmated Material Length (in),Material Area (in),Extra for Lead in,Print Length (in),Print Area (in),Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft,Material Type,Post Processing,Print Job Type,Material Waste,Above Waste Allowance
159,SafetyCommitteeSticker HOLLYWOOD PRINT 50 12-24-24_INT54.eps,11878590.0,Generic Vinyl II HD,1.0,0:06:00,54.0,50.22,19.263779528,1040.244094512,10,9.263779528,465.22700789616005,0.071,0.207,0.634,0.198,0.323,0.211,0.284,1.928,0.5967424031,Intermediate White,Not Laminated,Single Print Job,0.5527713059362209,1
160,Arch Kidney - Jeff Kelly Homes - 48x19 sign  12-23-24_TW60.eps,7732326.0,Generic Vinyl II HD,1.0,0:27:00,60.0,49.24,88.45826772,5307.496063199999,10,78.45826772,3863.2851025328,0.795,1.638,1.441,1.796,3.685,2.097,3.654,15.106,0.5631084214,Translucent white,Not Laminated,Single Print Job,0.2721077780312954,1
161,Kolping Kicks 4'x8'  LOGO BANNER Need 1   12-23-24_BAN64.eps,7170402.0,Generic Banner II,1.0,0:28:00,,50.01,108.48622047,,10,98.48622047,4925.2958857047,0.356,0.894,2.91,1.921,2.812,1.371,1.117,11.381,0.3327191278,,Not Laminated,Single Print Job,,0
162,EL MAGUEY_back_Print logo_TW60.eps,13492914.0,Generic Vinyl II HD,1.0,0:13:00,60.0,37.24,47.23582677,2834.1496062,10,37.23582677,1386.6621889148003,0.308,2.185,2.931,0.11,0.886,0.599,0.411,7.43,0.7716658898,Translucent white,Not Laminated,Single Print Job,0.5107307723342018,1
163,EL MAGUEY_front_Print logo_TW60_LAMI.eps,13492094.0,Generic Vinyl II HD,1.0,0:12:00,60.0,37.24,67.70826772000001,4062.4960632000007,30,37.70826772,1404.2558898928,0.307,2.185,2.931,0.111,0.886,0.599,0.411,7.43,0.7619978095,Translucent white,Laminated,Single Print Job,0.6543366767507273,1
164,Mercy - Coming Soon Banner 33x192  Final NEW  1-27-25_BAN38.eps,5900954.0,Generic Banner II,1.0,0:38:00,38.0,35.01,204.4862205,7770.476379,10,194.4862205,6808.962579704999,0.475,5.23,5.692,0.0,2.014,0.802,0.036,14.249,0.3013138185,Banner,Not Laminated,Single Print Job,0.12373936325107782,0
165,Geo Tech  UES USDOT decal  2 27 25_HPW30_LAMI.eps,6918094.0,3M™ IJ180Cv3,1.0,0:24:00,30.0,26.56,141.8192913,4254.5787390000005,30,111.8192913,2969.9203769279998,1.078,1.28,0.334,0.034,1.994,1.448,0.796,6.964,0.3377146051,High Performance White,Laminated,Single Print Job,0.3019472528022711,1
166,Truck Rear Doors  1-3-25_Production_HPW54_LAMI.eps,238210038.0,3M™ IJ180Cv3,1.0,0:18:00,54.0,49.24,88.58346456999999,4783.50708678,30,58.58346457,2884.6497954267998,0.102,0.425,0.837,0.604,0.852,0.272,0.553,3.645,0.181971652,High Performance White,Laminated,Single Print Job,0.3969592303105395,1
167,P3_NTT Hard Hat Sticker PH4 - Need 1000 1-24-25_INT54.eps,56202650.0,Generic Vinyl II HD,1.0,0:02:00,54.0,28.86,17.319291339,935.241732306,10,7.319291339,211.23474804354,0.072,0.117,0.078,0.136,0.25,0.149,0.228,1.03,0.7021323001,Intermediate White,Not Laminated,Single Print Job,0.7741388768840498,1
168,Arc Flash Awareness Trained Sticker LYH10  Need 500  1-23-25_INT54.eps,24723418.0,Generic Vinyl II HD,1.0,0:10:00,54.0,52.11,43.20826772,2333.24645688,10,33.20826772,1730.4828308892002,0.616,0.697,1.926,0.553,0.812,0.697,0.508,5.809,0.4833792938,Intermediate White,Not Laminated,Single Print Job,0.25833688687855594,1
169,P2_NTT Hard Hat Sticker PH4 - Need 1000 1-24-25_INT54.eps,1587877490.0,Generic Vinyl II HD,1.0,0:22:00,54.0,50.85,88.81929134,4796.24173236,10,78.81929134,4007.9609646390004,1.859,2.959,1.926,3.396,6.331,3.777,5.7,25.948,0.9323303006,Intermediate White,Not Laminated,Single Print Job,0.16435384447003776,0
170,P1_NTT Hard Hat Sticker PH4 - Need 1000 1-24-25_INT54.eps,1609771378.0,Generic Vinyl II HD,1.0,0:21:00,54.0,50.85,88.81929134,4796.24173236,10,78.81929134,4007.9609646390004,1.88,2.997,1.953,3.444,6.413,3.825,5.779,26.291,0.9446545372,Intermediate White,Not Laminated,Single Print Job,0.16435384447003776,0
171,Cozad 4x6 555 n. new ballas 2 23 25_INT54_LAMI.eps,6576770.0,Generic Vinyl II HD,1.0,0:26:00,54.0,48.99,103.45826772,5586.74645688,30,73.45826772,3598.7205356028,2.221,2.464,1.087,12.449,6.98,4.347,4.025,33.573,1.3435119,Intermediate White,Laminated,Single Print Job,0.3558468129207786,1
172,Cozad 4x6 450 n new ballas 2 23 25_INT54_LAMI.eps,6621222.0,Generic Vinyl II HD,1.0,0:26:00,54.0,48.99,103.45826772,5586.74645688,30,73.45826772,3598.7205356028,2.263,2.524,1.113,12.705,7.122,4.431,4.105,34.263,1.371124065,Intermediate White,Laminated,Single Print Job,0.3558468129207786,1
173,SOCO SPA_P3_Window perf final_PERF54.eps,62021462.0,Generic Vinyl II HD,1.0,0:22:00,54.0,50.75,92.97244094,5020.51181076,10,82.97244094,4210.851377705,0.977,7.43,4.133,4.335,8.256,3.711,7.299,36.141,1.235926784,Perforated,Not Laminated,Single Print Job,0.1612704966293933,0
174,SOCO SPA_P2_Window perf final_PERF54.eps,17177138.0,Generic Vinyl II HD,1.0,0:29:00,54.0,50.75,92.97244094,5020.51181076,10,82.97244094,4210.851377705,0.113,4.26,8.717,1.239,8.745,1.377,3.548,27.999,0.9574918795,Perforated,Not Laminated,Single Print Job,0.1612704966293933,0
175,SOCO SPA_P1_Window perf final_PERF54.eps,17096602.0,Generic Vinyl II HD,1.0,0:28:00,54.0,50.0,92.97244094,5020.51181076,10,82.97244094,4148.622047,0.068,4.673,9.58,0.751,9.179,1.284,3.527,29.062,1.008751328,Perforated,Not Laminated,Single Print Job,0.1736655139205846,0
176,Bandwidth Jennings Directory insert 2 23 25_RUB36.eps,1624630.0,Generic Paper,1.0,0:00:00,36.0,23.64,13.5,486.0,10,3.5,82.74000000000001,0.0,0.001,0.01,0.0,0.005,0.002,0.003,0.021,0.03655041471,Roll-up banner,Not Laminated,Single Print Job,0.8297530864197531,1
177,New Rollup Banner 1-10-25_RUB36.eps,202657938.0,Generic Banner II,1.0,0:18:00,36.0,31.64,97.72244094,3518.00787384,10,87.72244094,2775.5380313416,1.292,1.921,2.046,0.9,7.04,5.667,3.026,21.892,1.135847964,Roll-up banner,Not Laminated,Single Print Job,0.21104837428574996,0
178,Decals NEW ROOF fire alarm roof  1-20-25_HPW24_LAMI.eps,3438826.0,3M™ IJ180Cv3,1.0,0:04:00,24.0,16.35,44.04173228,1057.00157472,30,14.04173228,229.58232277800002,0.0,0.328,0.19,0.0,0.08,0.002,0.033,0.633,0.3971105504,High Performance White,Laminated,Single Print Job,0.7827985044971987,1
179,Meyer  Common Cents  F150 Logos 2 23 25_HPW24_LAMI.eps,6612346.0,3M™ IJ180Cv3,2.0,0:15:00,24.0,20.39,104.96299213,2519.1118111200003,30,74.96299213,1528.4954095307,0.987,0.423,0.046,0.003,0.737,0.648,0.114,2.958,0.2786934181,High Performance White,Laminated,Single Print Job,0.393240346544551,1
180,Best Love additional perfs_PERF54.eps,14358530.0,Generic Vinyl II HD,1.0,0:23:00,54.0,39.0,99.47244094,5371.51181076,10,89.47244094,3489.42519666,1.914,2.628,2.276,6.162,7.549,4.215,5.539,30.283,1.249717583,Perforated,Not Laminated,Single Print Job,0.3503830356157607,1
181,P2_Best Love additional perfs_PERF54.eps,20320366.0,Generic Vinyl II HD,1.0,0:27:00,54.0,35.0,99.22244094,5358.01181076,10,89.22244094,3122.7854329,1.755,1.843,1.508,5.896,6.147,3.612,4.371,25.132,1.15890383,Perforated,Not Laminated,Single Print Job,0.4171745895317366,1
182,P2_Frontenac Square New Monu sign Vinyl 1 21 25_HPW60_LAMI.eps,3793994.0,3M™ IJ180Cv3,2.0,0:08:00,60.0,18.44,43.79173228,2627.5039368,30,13.79173228,254.3195432432,0.533,1.221,0.113,0.028,0.91,0.742,0.487,4.034,2.283611541,High Performance White,Laminated,Single Print Job,0.9032086918381815,1
183,Frontenac Square New Monu sign Vinyl 1 21 25_HPW60.eps,6308478.0,3M™ IJ180Cv3,2.0,1:29:00,60.0,58.5,289.8519685,17391.11811,10,279.8519685,16371.34015725,10.768,30.068,5.458,0.558,19.729,15.018,10.173,91.772,0.807213574,High Performance White,Not Laminated,Single Print Job,0.05863786021691264,0
184,Gateways Adolescent Building 300 Decals 2.5''  Need 300 1-22-25_INT30.eps,21897494.0,Generic Vinyl II HD,1.0,0:21:00,30.0,25.97,105.19448819,3155.8346457000002,10,95.19448819,2472.2008582943,0.577,2.222,2.151,0.604,3.109,1.587,2.605,12.855,0.748715089,Intermediate White,Not Laminated,Single Print Job,0.2166253508678565,0
185,4x18 Banner Enrolling  1-21-25_BAN63.eps,6272070.0,Generic Banner II,1.0,1:01:00,63.0,50.01,228.4862205,14394.6318915,10,218.4862205,10926.495887205,0.991,9.041,6.748,0.0,3.772,1.801,0.445,22.798,0.3004315332,Banner,Not Laminated,Single Print Job,0.24093259420846513,0
186,Contech Chevy 2500 Sierra 2 21 25_HPW60_LAMI.eps,8138014.0,3M™ IJ180Cv3,1.0,0:43:00,60.0,58.25,154.9307087,9295.842521999999,30,124.9307087,7277.213781775,0.731,2.403,1.466,2.444,3.296,1.858,3.268,15.466,0.3060380068,High Performance White,Laminated,Single Print Job,0.2171539304207889,0
187,P16_Awareness Training Stickers_250 up_1-20-25_INT30.eps,165490962.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.362,0.23,0.181,0.064,0.49,0.425,0.18,1.932,0.2416962975,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
188,P15_Awareness Training Stickers_250 up_1-20-25_INT30.eps,174965806.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.376,0.237,0.192,0.068,0.508,0.442,0.188,2.011,0.2515793242,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
189,P14_Awareness Training Stickers_250 up_1-20-25_INT30.eps,174990378.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.376,0.237,0.192,0.068,0.508,0.442,0.188,2.011,0.2515793242,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
190,P13_Awareness Training Stickers_250 up_1-20-25_INT30.eps,174818474.0,Generic Vinyl II HD,1.0,0:09:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.376,0.237,0.192,0.068,0.507,0.442,0.188,2.01,0.2514542226,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
191,P12_Awareness Training Stickers_250 up_1-20-25_INT30.eps,175351050.0,Generic Vinyl II HD,1.0,0:12:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.377,0.238,0.192,0.068,0.509,0.443,0.189,2.016,0.2522048322,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
192,P11_Awareness Training Stickers_250 up_1-20-25_INT30.eps,175323094.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.377,0.238,0.192,0.068,0.509,0.443,0.188,2.015,0.2520797306,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
193,P10_Awareness Training Stickers_250 up_1-20-25_INT30.eps,175343578.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.377,0.238,0.192,0.068,0.509,0.443,0.188,2.015,0.2520797306,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
194,P9_Awareness Training Stickers_250 up_1-20-25_INT30.eps,175142530.0,Generic Vinyl II HD,1.0,0:09:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.376,0.237,0.192,0.068,0.509,0.443,0.188,2.013,0.2518295274,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
195,P8_Awareness Training Stickers_250 up_1-20-25_INT30.eps,175368010.0,Generic Vinyl II HD,1.0,0:08:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.567,1.057,0.017,0.549,0.037,0.054,2.286,0.2859822651,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
196,P7_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185485506.0,Generic Vinyl II HD,1.0,0:08:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.586,1.1,0.018,0.572,0.039,0.057,2.377,0.297366511,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
197,P6_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185508778.0,Generic Vinyl II HD,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.586,1.1,0.018,0.572,0.039,0.057,2.377,0.297366511,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
198,P5_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185325902.0,3M™ IJ180Cv3,1.0,0:10:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.398,0.78,0.006,0.602,0.044,0.027,1.862,0.2329391853,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
199,P4_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185877586.0,Generic Vinyl II HD,1.0,0:09:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.588,1.102,0.018,0.573,0.04,0.057,2.383,0.2981171206,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
200,P3_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185846154.0,Generic Vinyl II HD,1.0,0:08:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.588,1.102,0.018,0.573,0.04,0.057,2.383,0.2981171206,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
201,P2_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185871954.0,Generic Vinyl II HD,1.0,0:08:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.588,1.102,0.018,0.573,0.04,0.057,2.383,0.2981171206,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
202,P1_Awareness Training Stickers_250 up_1-20-25_INT30.eps,185651034.0,Generic Vinyl II HD,1.0,0:13:00,30.0,26.11,54.08346457,1622.5039370999998,10,44.08346457,1151.0192599226998,0.005,0.587,1.102,0.018,0.573,0.039,0.057,2.381,0.2978669174,Intermediate White,Not Laminated,Single Print Job,0.29059077540361056,1
203,Atech Landvatter_Label 1 20 25_HPW54_LAMI.eps,6880238.0,3M™ IJ180Cv3,1.0,0:08:00,54.0,30.49,60.958267719999995,3291.7464568799996,30,30.95826772,943.9175827827999,0.007,0.002,0.003,0.02,0.01,0.009,0.005,0.056,0.008544288225,High Performance White,Laminated,Single Print Job,0.7132471789223194,1
204,Truck Side saved at half size 1-3-25_Production_HPW54_LAMI.eps,295255754.0,3M™ IJ180Cv3,2.0,0:36:00,54.0,46.79,179.4629921,9691.0015734,30,149.4629921,6993.373400359001,0.271,1.268,2.449,0.693,2.516,0.982,1.707,9.886,0.2035560227,High Performance White,Laminated,Single Print Job,0.278364228156302,1
205,SSM Blue Pantone 281 v2_12.04.24_DN48.eps,6405122.0,Generic Vinyl II HD,2.0,1:11:00,48.0,45.75,259.99921259999996,12479.962204799998,10,249.9992126,11437.463976449999,22.019,37.4,0.0,8.698,26.32,23.593,32.191,150.221,1.891312973,Day Night,Not Laminated,Single Print Job,0.08353376486581321,0
206,Dumpster Magnet_R2P_MAG24.eps,7365138.0,Generic Vinyl II HD,1.0,0:12:00,24.0,22.5,64.48622047,1547.6692912800002,10,54.48622047,1225.939960575,0.038,1.815,1.3,0.185,0.59,0.137,0.482,4.547,0.5340946711,Magnets,Not Laminated,Single Print Job,0.20787989560671183,0
207,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,7023462.0,Generic Banner II,1.0,0:07:00,63.0,48.0,34.472047239999995,2171.7389761199997,10,24.47204724,1174.65826752,0.017,0.169,0.254,0.205,0.623,0.241,0.3,1.809,0.2217650391,Banner,Not Laminated,Single Print Job,0.45911627482109796,1
208,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,7023462.0,Generic Banner II,1.0,0:07:00,63.0,48.0,34.472047239999995,2171.7389761199997,10,24.47204724,1174.65826752,0.017,0.169,0.254,0.205,0.623,0.241,0.3,1.809,0.2217650391,Banner,Not Laminated,Single Print Job,0.45911627482109796,1
209,Banner Decal Overlay 1-17-25_INT30.eps,1915086.0,Generic Vinyl II HD,1.0,0:03:00,30.0,25.24,13.694488189,410.83464567,10,3.694488189,93.24888189036,0.017,0.013,0.003,0.07,0.044,0.03,0.041,0.218,0.3367031393,Intermediate White,Not Laminated,Single Print Job,0.7730257589685815,1
210,p3_QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,570299858.0,Generic Vinyl II HD,1.0,0:23:00,30.0,25.99,94.18070866,2825.4212598,10,84.18070866,2187.8566180733997,1.013,2.454,1.353,0.342,2.424,1.409,1.478,10.473,0.6894209542,Intermediate White,Not Laminated,Single Print Job,0.22565294980888295,0
211,New door lettering_p2_1-17-25_HPW36_LAMI.eps,6707930.0,3M™ IJ180Cv3,1.0,0:09:00,36.0,32.53,54.402755909999996,1958.4992127599999,30,24.40275591,793.8216497523,0.108,0.183,0.092,0.217,0.322,0.205,0.288,1.415,0.2567016039,High Performance White,Laminated,Single Print Job,0.5946785964577371,1
212,Hill Aesthetics & New door lettering & BUDGET Decal & Amer Flag 1-17-25_HPW36_LAMI.eps,7853382.0,3M™ IJ180Cv3,1.0,0:21:00,36.0,32.72,111.51338583,4014.4818898800004,30,81.51338583,2667.1179843576,0.607,1.965,1.153,0.572,1.348,0.755,0.955,7.355,0.3970779481,High Performance White,Laminated,Single Print Job,0.3356258522224085,1
213,3x7  banner Need 2 RUSH 1-17-25_BAN38_FLL.eps,20791290.0,Generic Banner II,2.0,0:32:00,38.0,38.0,182.0275591,6917.0472457999995,10,172.0275591,6537.0472457999995,1.905,7.231,3.7,0.319,6.484,4.494,3.224,27.357,0.6361073807,Banner,Not Laminated,Single Print Job,0.05493673622523454,0
214,Wright Construction 2025 signs_INT30_LAMI.eps,6363530.0,Generic Banner II,1.0,0:31:00,30.0,49.28,152.27795279999998,4568.338583999999,30,122.2779528,6025.8575139839995,1.198,2.991,5.195,0.643,5.321,1.991,2.216,19.555,0.4673292523,Intermediate White,Laminated,Single Print Job,-0.31904792151106465,0
215,LOLA 12x23.5 MAGS Need 4  1-16-25_MAG24_LAMI.eps,91473150.0,Generic Banner II,1.0,0:09:00,24.0,23.51,77.30905512,1855.41732288,30,47.30905512,1112.2358858712,0.063,0.423,0.87,0.673,1.375,0.677,0.898,4.979,0.644522232,Magnets,Laminated,Single Print Job,0.40054678149454015,1
216,48x192 banner   NEW 1-13-25_BAN63.eps,6337506.0,Generic Banner II,1.0,0:51:00,63.0,50.01,204.4862205,12882.6318915,10,194.4862205,9726.255887205,5.919,11.742,0.71,5.231,12.881,14.019,7.875,58.377,0.8642228662,Banner,Not Laminated,Single Print Job,0.24501018354623538,0
217,HiTac Black print_HTV54_LAMI.eps,6359498.0,Generic Vinyl II HD,1.0,0:09:00,54.0,52.12,50.916535429999996,2749.49291322,30,20.91653543,1090.1698266116,1.062,0.772,0.19,4.312,2.744,1.865,2.496,13.441,1.775251526,High Tack Vinyl,Laminated,Single Print Job,0.6035014960868276,1
218,HiTac Black print_HTV54_LAMI.eps,6359498.0,Generic Vinyl II HD,1.0,0:09:00,54.0,52.12,50.916535429999996,2749.49291322,30,20.91653543,1090.1698266116,1.062,0.772,0.19,4.312,2.744,1.865,2.496,13.441,1.775251526,High Tack Vinyl,Laminated,Single Print Job,0.6035014960868276,1
219,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,645719690.0,Generic Vinyl II HD,1.0,0:26:00,30.0,25.99,105.23622047,3157.0866141,10,95.23622047,2475.1893700153,1.148,2.781,1.533,0.388,2.747,1.597,1.675,11.869,0.69061806,Intermediate White,Not Laminated,Single Print Job,0.21598940017649482,0
220,Project ACDC Hardhat Sticker Need 250  1-15-25_INT30.eps,28563222.0,Generic Vinyl II HD,1.0,0:13:00,30.0,28.22,58.94448819,1768.3346457,10,48.94448819,1381.2134567218,0.61,1.009,0.518,0.949,1.808,1.059,1.748,7.701,0.8028183849,Intermediate White,Not Laminated,Single Print Job,0.21891851178709276,0
221,Pickup need 2 doors 1-15-24_HPW36_LAMI.eps,6760910.0,3M™ IJ180Cv3,1.0,0:08:00,36.0,34.25,51.125196849999995,1840.5070865999999,30,21.12519685,723.5379921125,0.042,0.13,0.439,0.001,0.376,0.156,0.086,1.23,0.2447970969,High Performance White,Laminated,Single Print Job,0.6068811702055958,1
222,Box Rear Phone Decal 1-14-25_HPW36_LAMI.eps,6294710.0,3M™ IJ180Cv3,1.0,0:21:00,36.0,29.72,125.69448819,4525.00157484,30,95.69448819,2844.0401890068,1.765,1.823,0.008,0.006,1.206,1.068,0.431,6.307,0.3193152637,High Performance White,Laminated,Single Print Job,0.3714830499020627,1
223,door vinyl hour update_HPW24.eps,508374.0,3M™ IJ180Cv3,1.0,0:03:00,24.0,9.12,12.722440944999999,305.33858267999994,10,2.722440945,24.828661418399996,0.001,0.002,0.007,0.005,0.006,0.003,0.005,0.029,0.1681041821,High Performance White,Not Laminated,Single Print Job,0.9186848212876495,1
224,New Rollup Banner 1-10-25_RUB36.eps,202658050.0,Generic Paper,1.0,0:42:00,36.0,31.64,97.72244094,3518.00787384,10,87.72244094,2775.5380313416,1.857,2.361,1.442,1.031,2.453,2.219,1.617,12.98,0.673456357,Roll-up banner,Not Laminated,Single Print Job,0.21104837428574996,0
225,back_3x4 school banner 1-10-25_BAN38_FLL.eps,5821090.0,Generic Banner II,1.0,0:11:00,38.0,38.0,60.48582677,2298.46141726,10,50.48582677,1918.4614172600002,0.0,5.718,5.223,0.001,1.4,0.001,0.05,12.393,1.038395601,Banner,Not Laminated,Single Print Job,0.16532798729899867,0
226,SC Sticker RiverParkBldg4 need 50  1-9-25_INT54.eps,11394530.0,Generic Vinyl II,1.0,0:03:00,54.0,50.5,19.222440945000002,1038.0118110300002,10,9.222440945,465.73326772250005,0.045,0.156,0.472,0.074,0.353,0.174,0.253,1.527,0.4721365844,Intermediate White,Not Laminated,Single Print Job,0.5513218031109286,1
227,3x4 school banner 1-10-25_BAN38_FLL.eps,5817762.0,Generic Banner II,1.0,0:09:00,38.0,38.0,60.48582677,2298.46141726,10,50.48582677,1918.4614172600002,0.0,5.718,5.223,0.001,1.4,0.001,0.05,12.393,1.038395601,Banner,Not Laminated,Single Print Job,0.16532798729899867,0
228,P1_Truck_1_BSH Truck Wrap_R2P_HPW54_LAMI.eps,9978226.0,3M™ IJ180Cv3,2.0,0:49:00,54.0,51.47,220.0464567,11882.5086618,30,190.0464567,9781.691126349,5.032,8.571,3.79,28.575,24.303,13.806,23.802,107.879,1.588064674,High Performance White,Laminated,Single Print Job,0.1767991587672667,0
229,Hayden Galaxy_BAN63.eps,51566038.0,Generic Banner II,1.0,1:08:00,63.0,62.0,120.4862205,7590.6318915,10,110.4862205,6850.145671,3.827,10.792,3.578,19.613,25.49,23.087,23.96,110.347,2.319654029,Banner,Not Laminated,Single Print Job,0.09755264529810714,0
230,Truck Back_P2_R2P_HPW54_LAMI.eps,5701086.0,3M™ IJ180Cv3,2.0,1:03:00,54.0,48.22,220.0464567,11882.5086618,30,190.0464567,9164.040142074,4.833,9.311,5.143,23.191,22.53,12.903,22.357,100.268,1.575503685,High Performance White,Laminated,Single Print Job,0.22877900594050127,0
231,Truck Back_P1_R2P_HPW54_LAMI.eps,6027370.0,3M™ IJ180Cv3,2.0,1:07:00,54.0,51.47,220.0464567,11882.5086618,30,190.0464567,9781.691126349,5.019,8.798,4.16,27.435,24.059,13.688,23.606,106.765,1.571665708,High Performance White,Laminated,Single Print Job,0.1767991587672667,0
232,C82479_MarylandHeights_MO050_Brandbook_1.8.2025_BAN38_FLL.eps,13442786.0,Generic Banner II,1.0,0:15:00,38.0,38.0,68.83307087,2615.65669306,10,58.83307087,2235.65669306,0.062,0.104,0.25,0.205,0.491,0.405,0.371,1.888,0.1283140648,Banner,Not Laminated,Single Print Job,0.145279004315909,0
233,C82479_P2_MarylandHeights_MO050_Brandbook_1.8.2025_BAN38_FLL.eps,21087602.0,Generic Banner II,1.0,0:12:00,38.0,38.0,68.83307087,2615.65669306,10,58.83307087,2235.65669306,0.036,0.084,0.197,0.085,0.24,0.201,0.134,0.977,0.06639981001,Banner,Not Laminated,Single Print Job,0.145279004315909,0
234,2x-Nesux Tenant Panels_HPW30_LAMI.eps,6069266.0,3M™ IJ180Cv3,2.0,0:24:00,30.0,25.49,157.57401570000002,4727.2204710000005,30,127.5740157,3251.861660193,3.203,5.643,2.739,0.433,7.378,5.053,4.766,29.215,1.293920011,High Performance White,Laminated,Single Print Job,0.312098583059085,1
235,Cynergy Inspection 2025 2''x4'' Decals Final Need 25  1-9-25_HPW30_LAMI.eps,7062486.0,3M™ IJ180Cv3,1.0,0:06:00,30.0,26.69,42.597244090000004,1277.9173227,30,12.59724409,336.22044476210004,0.074,0.196,0.128,0.001,0.117,0.042,0.017,0.575,0.2462292253,High Performance White,Laminated,Single Print Job,0.7368996892132824,1
236,ATM - Cover Banner 1-8-25_BAN63.eps,6040294.0,Generic Banner II,1.0,0:21:00,63.0,55.01,87.48622047,5511.63188961,10,77.48622047,4262.5169880547,0.294,0.182,0.992,0.186,0.811,1.196,0.944,4.605,0.1555593666,Banner,Not Laminated,Single Print Job,0.22663249770181704,0
